name,general,entity_type,figure_type,occupation,personality,size,height,life,move,range,attack,defense,ability_1_title,ability_1_desc,ability_2_title,ability_2_desc,ability_3_title,ability_3_desc,ability_4_title,ability_4_desc,points,source_file
Ekul Sellsoul,Utgar,Tiefling,Unique Hero,Warlock,Tricky,Medium,4,6,5,1,3,3,Life Drain,"Each time Ekul Sellsoul destroys a figure, you may remove a wound marker from this Army Card. Ekul Sellsoul cannot Life Drain destructible objects.",Hellfire Blast Special Attack,"Range 6. Attack 3. If Ekul Sellsoul attacks a small, medium, or large Unique Hero with Hellfire Blast Special Attack and inflicts at least 1 wound, you may place up to 3 wound markers on this Army Card and inflict 1 additional wound for each wound marker placed on this card.",,,,,120,custom-custom-edit.png
Ekin Soultrader,Utgar,Tiefling,Unique Hero,Warlock,Tormented,Medium,4,6,5,1,3,3,Darkening Soul,"After revealing an Order Marker from this Army Card and before moving, place a wound marker on this card. Each time Ekin Soultrader destroys a figure, place a wound marker on this card.",Soul Channel Special Attack,"Range 6. Attack 3 + Special Roll 3 attack dice. If the figure receives at least 1 wound from Soul Channel Special attack and is a small, medium, or large Unique Hero, you may remove up to 3 wound markers from this Army Card and inflict 1 additional wound for each wound marker removed from this card.",,,,,130,custom-custom-d-amp-d-warlock.png
Majin Buu,,Majin,Unique Hero,Devourer,Reckless,Medium,5,5,5,4,4,4,Candy,Instead of attacking choose a figure within 6 clear sight spaces. If it is a squad figure roll a 20 sided die. 6 or higher it is destroyed and eaten by you healing you for 1 health. If it is a hero then roll a 20 sided die. 18 or higher it is destroyed and fully heals you.,Buu Mad,While MB has 2 or less health he gets +2 attack.,Regeneration,MB can only be destroyed by an attack if at least 2 skulls go unblocked.,,,250,custom-custom-dbz-amp-avatar-tla.png
Lily,Ullar,Mouse,Unique Hero,Archer,Noble,Small,2,1,4,5,1,2,Lessons Learned,"When you roll the 20-sided die with Lily, you may double the result of your die roll.",Explorer,"After Lily moves, if she is not engaged, she may move again.",Scramble,"After Lily rolls defense dice against a normal attack from an opponent's figure, you may move up to 2 figures you control that have the Scramble special power up to 4 spaces each. Figures that scramble never get attacked for leaving an engagement.",,,5,custom-custom-mice-amp-mystics-lily.png
FILCH,Ullar,Mouse,Unique Hero,Scamp,Skittish,Small,3,1,6,1,1,3,PREHENSILE TAIL,"After Filch attacks, he may attack one additional time for each Treasure Glyph on his Army Card up to a maximum of two additional times.",PILFER,"After Filch destroys a figure, you may place any Treasure Glyphs that were on that figure's Army Card on this card.",SCRAMBLE,"After Filch rolls defense dice against a normal attack from an opponent's figure, you may move up to 2 figures you control that have the Scramble special power up to 3 spaces each. Figures that scramble never get attacked for leaving an engagement.",,,5,custom-custom-mice-amp-mystics-filch.png
Spellscale Sorcerer,Jandar,Dragonborn,Common Hero,Sorcerer,Resolute,Medium,5,3,5,3,3,2,Antimagic Aura,All friendly figures within 2 clear sight spaces of this Spellscale Sorcerer roll 1 additional defense die against special attacks. This Spellscale Sorcerer is not affected by his own Antimagic Aura.,,,,,,,60,custom-d-amp-d-spellscale-sorcerer.png
Cutthroat Marauders,Utgar,Human,Common Squad,Pirates,Ruthless,Medium,5,1,5,1,3,3,Ambush,"If three or more Cutthroat Marauders attack the same small or medium figure, the opponent can roll only one defense die for each attack.",Ransack,"If a Cutthroat Marauder destroys a Unique Hero with an unrevealed order marker on that figure's Army Card, you may immediately take a turn with any Common Pirate Squad you control.",,,,,70,custom-cutthroat-marauders.png
Spider-Man,,Human,Unique Hero,Vigilante,Tricky,Medium,5,5,6,1,3,4,Web-Shooters 9,"Start the game with two Glyphs of Sticky Web on this card. Instead of attacking, you may choose a space within 4 clear sight spaces of Spider-Man and roll the 20-sided die. If you roll 9 or higher, remove a Glyph of Sticky Web from this card and place it on the chosen space power side up. The chosen space doesn't have to be empty and may have a figure on it. If another glyph is on that space, it is negated until this Glyph of Sticky Web is removed. If you roll 20 or higher, you may also place on this card a Glyph of Sticky Web previously removed from play.",Evasive Defense 4,"When rolling defense dice, add 1 automatic shield to whatever is rolled and if you roll at least one shield, Spider-Man may immediately move up to 4 spaces.",Swing Line Special Move,"Move 3. Lob 40. Spider-Man is never attacked for leaving an engagement or damaged for falling when moving with his Swing Line. After this move, he may move again.",,,170,custom-custom-comic-marvel-spider-man-v2.png
Daedrik the Arbiter,Jandar,Sodnik,Unique Hero,Corsair,Stoic,Medium,5,5,5,6,3,3,Corsair Supremacy,"Any time you roll the 20-sided die for a Corsair Army Card, you may add 1 to your die roll.",Repeating Blaster,"After revealing an Order Marker on this Army Card, when Daedrik the Arbiter attacks, he may attack up to 4 times. Reduce the number of times Daedrik can attack by 1 for each revealed Order Marker on this Army Card.",,,,,90,custom-daedrik-the-arbiter.png
Baelen the Wanderer,Einar,Human,Unique Hero,Nomad,Restless,Medium,5,4,5,6,3,3,Arm Blade 2,"If Baelen is attacking an adjacent figure, add 2 dice to Baelen's attack.",Slash N' Blast,"If Baelen destroys an adjacent figure, he may immediately attack a nonadjacent figure within 4 clear sight spaces of Baelen.",Man and Machine,"When an opponent uses a special ability that does not affect Soulborgs on Baelen, they must subtract 3 from their 20-sided die roll.",,,100,custom-cyborg.png
Old Crow,Utgar,Bird,Unique Hero,Devourer,Fearsome,Huge,11,4,6,1,2,3,DASTARDLY,"If any friendly or enemy figures within 4 clear sight spaces of Old Crow moves 1 or fewer spaces, you must move Old Crow adjacent to that figure if possible. If you do, roll the 20-sided die. If you roll 13 or higher, that figure receives 1 wound.",FLYING,"When counting spaces for Old Crow's movement, ignore elevations. Old Crow may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Old Crow starts to fly, if he is engaged he will take any leaving engagement attacks.",,,,,90,custom-custom-mice-amp-mystics-old-crow.png
Dark Moon Ninja,Vydar,Human,Common Hero,Ninja,Tricky,Medium,5,1,5,1,2,2,Phantom Walk,Dark Moon Ninja can move through all figures and is never attacked when leaving an engagement.,,,,,,,25,custom-dark-moon-ninja.png
Cosmic Cube,,,,,,,,,,,,,Glyph of Cosmic Cube,"Before attacking, you must choose a figure (including this figure) within 3 clear sight spaces and roll the d20. If you roll 10+, that figure receives one wound and if the wounded figure was not this figure, roll a second time. If you roll 10+ again, remove one Wound Marker from this figure's card. If you removed a Wound Marker, you must use Glyph of Cosmic Cube again.",,,,,,,,custom-cosmic-cube.png
Corsair Barbarians,Utgar,Men,Common Squad,Corsair,Daring,Medium,5,,5,1,3,2,Black Ships,Archers Of Umbar do not have to stop their movement when entering water spaces.,Frenzy,"After you take a turn with Corsairs Of Umbar, roll the 20-sided die. If you roll a 16 or higher you may take another turn with Corsairs Of Umbar.",,,,,50,custom-corsair-barbarians.png
Cyclops,,Mutant,Unique Hero,Leader,Precise,Medium,5,4,5,7,4,4,Mutant Leadership,"Instead of moving Cyclops, move another Unique Mutant Hero you control within 8 clear sight spaces. Instead of attacking with Cyclops, attack with another Unique Mutant Hero you control within 8 clear sight spaces.",Wide Optic Blast Special Attack,"Range Special. Attack 4. Choose a triangle 4 spaces long on each side, with Cyclops as one corner. Each figure (other than Cyclops) within clear sight on any of the chosen spaces is affected by Wide Optic Blast. Roll 4 attack dice once for all affected figures.",Return Fire,"When defending against a non-adjacent normal attack, each excess shield rolled counts as an unblockable hit on the attacking figure.",,,180,custom-cyclops.png
Dagger,,Human,Unique Hero,Vigilante,Vengeful,Medium,4,3,6,1,3,3,Light Daggers,"Instead of attacking, you may roll 3 attack dice. One at a time for each skull rolled, you may inflict one wound on any figure within 6 clear sight spaces of Dagger. Figures affected by Light Daggers cannot roll any defense dice and cannot be affected more than once per turn. If Cloak is one of the affected figures, instead of inflicting a wound you must remove one wound marker from his Army Card. Robots and destructible objects are never affected by Light Daggers.",Acrobat,"When Dagger rolls defense dice against a normal attack, one shield will block all damage.",,,,,125,custom-dagger.png
Cyclops,Einar,Mutant,Unique Hero,Leader,Resolute,Medium,5,4,5,8,3,4,Optic Blast,"When Cyclops attacks a figure that is not adjacent, add 3 dice to his attack. If that figure is adjacent, he may cause knockback.",Mutant Tactician,"If the X Order Marker is on this Army Card, you may reveal it at the end of the round and take a turn with Cyclops, or with any other Mutant hero you control within 10 clear sight spaces of Cyclops, using this round's initiative order.",Bank Shot Special Attack,"Range 4+Special. Attack 4. Choose a figure to attack. You may also choose a second figure within 3 clear sight spaces of the targeted figure, and a third figure within 2 clear sight spaces of the second figure to be affected by Bank Shot Special Attack. Roll attack dice once for all figures. Each figure rolls defense dice separately. Bank Shot Special Attack does not affect destructible objects.",,,200,custom-cyclops-sd.png
Ny-Gi-Ra,Utgar,Marro,Unique Hero,Warlord,Menacing,Large,5,4,7,1,3,5,Evil Eye Defense,"When rolling defense dice from an attack from a nonadjacent figure, all excess shields count as unblockable hits on the attacking figure.",Hunting Pack Tactics,"All Hunters you control add one defense die for each adjacent hunter that follows Utgar, to a maxium of +3 dice for the Hunting Pack Tactics.",Pack Loyalty,Ny-Gi-Ra cannot be bonded with non-Utgar units and counts as a hunter.,,,70,custom-darkmage-grok.png
Death Drudge,Valkrill,Orc,Common Hero,Hunter,Wild,Medium,5,1,6,1,4,4,Horde Advance,"Instead of moving with a Common Orc you control, you may move a Death Drudge you control. A Death Drudge may only be moved by Horde Advance once per turn.",Grapple,Opponent's Small and Medium Common Squad figures cannot leave engagement with a Death Drudge.,,,,,35,custom-death-drudge-taf-customs.png
Darth Vader,,Human,Unique Hero,Lord,Fearsome,Medium,5,5,5,1,6,5,Force Throw,"After moving and before attacking, you may choose a small or medium figure within 4 clear sight spaces of Darth Vader. Roll the 20-sided die. If you roll a 15 or higher, place the chosen figure on any empty space within 4 clear sight spaces of Darth Vader. The chosen figure receives one wound. The thrown figure does not take any leaving engagement attacks.",Lightsaber Defense 2,"When Darth Vader rolls defense dice against an attacking figure who is not adjacent, add 2 defense dice.",,,,,180,custom-darth-vader.png
Darter Clan Floramancer,Aquilla,Anurian,Common Hero,Wizard,Tricky,Small,3,1,5,4,2,3,Erupting Thorns Special Attack,"Range 3 + Special. Attack 3 - Special. The first target of Erupting Thorns Special Attack must be within a Range of 3. After attacking with Erupting Thorns Special Attack, you may choose a figure that was adjacent to the defending figure at the beginning of that attack and attack that chosen figure, rolling one fewer attack die. You may continue in this manner up to a total of three attacks. A figure cannot be attacked more than once a turn with Erupting Thorns Special Attack.",Stealth Leap 12,,,,,,25,custom-darter-clan-floramancer.png
